index,go_id,namespace
1829,GO:0031982,CCO
1830,GO:0031983,CCO
1831,GO:0031984,CCO
1832,GO:0032279,CCO
1833,GO:0032838,CCO
1834,GO:0032991,CCO
1835,GO:0032993,CCO
1836,GO:0033643,CCO
1837,GO:0033644,CCO
1838,GO:0033645,CCO
1839,GO:0033646,CCO
1840,GO:0033647,CCO
1841,GO:0033648,CCO
1842,GO:0033655,CCO
1843,GO:0034357,CCO
1844,GO:0034702,CCO
1845,GO:0034703,CCO
1846,GO:0034708,CCO
1847,GO:0034774,CCO
1848,GO:0035578,CCO
1849,GO:0035770,CCO
1850,GO:0036064,CCO
1851,GO:0036338,CCO
1852,GO:0036464,CCO
1853,GO:0036477,CCO
1854,GO:0042025,CCO
1855,GO:0042175,CCO
1856,GO:0042383,CCO
1857,GO:0042470,CCO
1858,GO:0042579,CCO
1859,GO:0042582,CCO
1860,GO:0042597,CCO
1861,GO:0042651,CCO
1862,GO:0042995,CCO
1863,GO:0043005,CCO
1864,GO:0043025,CCO
1865,GO:0043197,CCO
1866,GO:0043204,CCO
1867,GO:0043226,CCO
1868,GO:0043227,CCO
1869,GO:0043228,CCO
1870,GO:0043229,CCO
1871,GO:0043230,CCO
1872,GO:0043231,CCO
1873,GO:0043232,CCO
1874,GO:0043233,CCO
1875,GO:0043235,CCO
1876,GO:0043292,CCO
1877,GO:0043296,CCO
1878,GO:0043656,CCO
1879,GO:0044161,CCO
1880,GO:0044162,CCO
1881,GO:0044165,CCO
1882,GO:0044167,CCO
1883,GO:0044172,CCO
1884,GO:0044174,CCO
1885,GO:0044177,CCO
1886,GO:0044217,CCO
1887,GO:0044220,CCO
1888,GO:0044297,CCO
1889,GO:0044309,CCO
1890,GO:0044391,CCO
1891,GO:0044423,CCO
1892,GO:0044853,CCO
1893,GO:0045121,CCO
1894,GO:0045177,CCO
1895,GO:0045178,CCO
1896,GO:0045202,CCO
1897,GO:0045335,CCO
1898,GO:0048471,CCO
1899,GO:0048770,CCO
1900,GO:0055029,CCO
1901,GO:0055036,CCO
1902,GO:0060205,CCO
1903,GO:0061695,CCO
1904,GO:0065010,CCO
1905,GO:0070013,CCO
1906,GO:0070062,CCO
1907,GO:0070161,CCO
1908,GO:0071944,CCO
1909,GO:0072562,CCO
1910,GO:0090575,CCO
1911,GO:0097014,CCO
1912,GO:0097060,CCO
1913,GO:0097447,CCO
1914,GO:0097708,CCO
1915,GO:0098552,CCO
1916,GO:0098562,CCO
1917,GO:0098588,CCO
1918,GO:0098590,CCO
1919,GO:0098687,CCO
1920,GO:0098791,CCO
1921,GO:0098793,CCO
1922,GO:0098794,CCO
1923,GO:0098796,CCO
1924,GO:0098797,CCO
1925,GO:0098798,CCO
1926,GO:0098802,CCO
1927,GO:0098827,CCO
1928,GO:0098852,CCO
1929,GO:0098857,CCO
1930,GO:0098858,CCO
1931,GO:0098978,CCO
1932,GO:0098984,CCO
1933,GO:0099080,CCO
1934,GO:0099081,CCO
1935,GO:0099503,CCO
1936,GO:0099512,CCO
1937,GO:0099513,CCO
1938,GO:0099568,CCO
1939,GO:0099572,CCO
1940,GO:0101002,CCO
1941,GO:0110165,CCO
1942,GO:0120025,CCO
1943,GO:0140168,CCO
1944,GO:0140513,CCO
1945,GO:0140534,CCO
1946,GO:0140535,CCO
1947,GO:0150034,CCO
1948,GO:1902493,CCO
1949,GO:1902494,CCO
1950,GO:1902495,CCO
1951,GO:1902554,CCO
1952,GO:1902911,CCO
1953,GO:1903561,CCO
1954,GO:1904813,CCO
1955,GO:1904949,CCO
1956,GO:1905368,CCO
1957,GO:1990204,CCO
1958,GO:1990234,CCO
1959,GO:1990351,CCO
1960,GO:1990904,CCO
